SEMANA_LABEL;CODWCP;LINHA;CODPROD;DESCRPROD;OBSETIQUETA;CODVOL;USOPROD;SEGUNDA;TERCA;QUARTA;QUINTA;SEXTA;SABADO;DOMINGO;SEQ;QTDAPONTADA;TOTALSEMANA;SALDOSEMANA
2025-52;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9897;DESINFETANTE LAVANDA 2L TANLUX;;CX;Venda;;90;;;;;;;85;;
2025-52;19;2000-3000-5000 MANUAL LIMPEZA 1;9902;LAVA ROUPA COMFORT BLUE 3L TANLUX;;CX;Venda;212;;;;;;;;47;;
2025-52;19;2000-3000-5000 MANUAL LIMPEZA 1;9903;LAVA ROUPA COMFORT BLUE 5L TANLUX;;CX;Venda;200;300;;;;;;;390;;
2025-52;19;2000-3000-5000 MANUAL LIMPEZA 1;9909;DESINFETANTE LAVANDA CONCENTRADO 5L TANLUX;;CX;Venda;;20;;;;;;;16;;
2025-52;13;TEMPERO SECO SACHE 1;9957;PAPRICA DOCE PC 30G SADIO;;CX;Venda;230;;;;;;;;224;;
2025-52;13;TEMPERO SECO SACHE 1;9960;TEMPERO COMPLETO PC 20G SADIO;;CX;Venda;200;;;;;;;;140;;
2026-01;3;TEMPERO 500 1 & 2;10;MOLHO DE ALHO 500ML SADIO;;CX;Venda;1424;;;;;;;;264;;
2026-01;5;MOLHINHO 150 1;12;MOLHO DE ALHO 150ML SADIO;;CX;Venda;;550;;;;;;;0;;
2026-01;5;MOLHINHO 150 1;14;MOLHO INGLES 150ML SADIO;;CX;Venda;;550;;;;;;;0;;
2026-01;5;MOLHINHO 150 1;54;MOLHO SHOYU 150ML SADIO;;CX;Venda;2142;1042;;;;;;;0;;
2026-01;127;60-5000 MANUAL LIQUIDO 1;2266;VINAGRE DE ALCOOL 5L SADIO;;CX;Venda;;330;;;;;;;0;;
2026-01;14;TEMPERO SECO MANUAL 1;3337;LOURO PC 4G SADIO;;CX;Venda;;;;;;;;;0;;
2026-01;13;TEMPERO SECO SACHE 1;3339;CRAVO PC 10G SADIO;;CX;Venda;270;;;;;;;;0;;
2026-01;13;TEMPERO SECO SACHE 1;3349;PIMENTA PRETA MOIDA PC 40G SADIO;;CX;Venda;190;;;;;;;;0;;
2026-01;14;TEMPERO SECO MANUAL 1;7488;PIMENTA PRETA REFIL 40G MR MAKER;;CX;Venda;;110;;;;;;;0;;
2026-01;6;ADOÇANTE 100 1;7529;ADOCANTE LIQUIDO STEVIA 100ML SADIO;;CX;Venda;950;450;;;;;;;0;;
2026-01;14;TEMPERO SECO MANUAL 1;7541;PIMENTA PRETA MOEDOR 50G MR MAKER;;CX;Venda;150;;;;;;;;0;;
2026-01;14;TEMPERO SECO MANUAL 1;7543;ERVAS FINAS COM SAL ROSA MOEDOR 80G MR MAKER;;CX;Venda;;40;;;;;;;0;;
2026-01;3;TEMPERO 500 1 & 2;7568;TEMPERO CASEIRO COMPLETO CLARO AZUL 500G SADIO;;CX;Venda;3910;6052;;;;;;;264;;
2026-01;9;CATCHUP 750-800-830;8139;VINAGRE DE ALCOOL 750ML SADIO;;CX;Venda;754;;;;;;;;0;;
2026-01;9;CATCHUP 750-800-830;8146;CATCHUP TRADICIONAL 830G SADIO;;CX;Venda;;1060;;;;;;;0;;
2026-01;8;MOLHO DE TOMATE 300 1 & 2;8148;MOLHO DE TOMATE TRADICIONAL 300G SADIO;;CX;Venda;1955;1955;;;;;;;0;;
2026-01;45;AZEITONA 80-100-120-1000-1600-1800;8638;AZEITONA VERDE COM CAROÇO POUCH 80G SADIO;;CX;Venda;550;;;;;;;;0;;
2026-01;9;CATCHUP 750-800-830;8837;VINAGRE DE ALCOOL 750ML FRINEX;;CX;Venda;306;;;;;;;;102;;
2026-01;15;CATCHUP SACHE 6G 1;9529;CATCHUP SACHE 150/6G LETO;;CX;Venda;119;119;;;;;;;0;;
2026-01;3;TEMPERO 500 1 & 2;9653;TEMPERO GOURMET CHIMICHURRI 500G MR MAKER;;CX;Venda;;700;;;;;;;0;;
2026-01;14;TEMPERO SECO MANUAL 1;9696;LEMON PEPPER POTE 130G MR MAKER;;CX;Venda;40;;;;;;;;0;;
2026-01;17;DETERGENTE 500 1;9882;DETERGENTE NEUTRO 500ML TANLUX;;CX;Venda;1530;;;;;;;;0;;
2026-01;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9888;DETERGENTE LIMAO 2L TANLUX;;CX;Venda;180;;;;;;;;0;;
2026-01;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9889;DETERGENTE MACA 2L TANLUX;;CX;Venda;230;;;;;;;;0;;
2026-01;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9893;AMACIANTE SUAVE 2L TANLUX;;CX;Venda;90;;;;;;;;0;;
2026-01;19;2000-3000-5000 MANUAL LIMPEZA 1;9902;LAVA ROUPA COMFORT BLUE 3L TANLUX;;CX;Venda;510;;;;;;;;0;;
